Name,Actors,Score,About,Genre,Crew,Image,Voted,Type
 گلوگاه,"[' سیدمحمد هادی دیباجی', ' لادن مستوفی', ' سیامک اطلسی', ' کامران تفتی', ' ساقی زینتی']",0.73,داستان مردمی است که هیچ گاه آنها را ندیده ایم و این عبوری است از شمال تا جنوب و از شرق تا غرب…,"['خانوادگی', 'اجتماعی']","[' محمدابراهیم معیری', ' محمدابراهیم معیری', ' جهانگیر کوثری', ' نادر معصومی']",https://static.cdn.asset.filimo.com/flmt/mov_3724_22787-m.jpg,485,فیلم
 تلخ اما شیرین,"[' خشایار راد', ' کیمیا باباییان', ' مهران غفوریان', ' ارژنگ امیرفضلی']",0.85,دو دوست، یکی شیطنت دارد و دیگری سعی می کند راه راست را انتخاب کند که در اثر آشنایی با دختری، دوست شرور سرش به سنگ می خورد و…,"['کمدی', 'خانوادگی']",[' جواد مزدآبادی'],https://static.cdn.asset.filimo.com/flmt/mov_1658_381-m.jpg,2446,فیلم
 شب بخیر فرمانده,"[' لادن مستوفی', ' محمد مختاری', ' عصمت رضاپور']",0.82,,"['اکشن', 'جنگی']","[' انسیه شاه حسینی', ' سید سعید سیدزاده', ' نادر معصومی', ' علی الهیاری', ' انسیه شاه حسینی', ' سعید انصاری']",https://static.cdn.asset.filimo.com/flmt/mov_7793_15549-m.jpg,445,فیلم
 ملخ زدگان,"[' ناصر واثق', ' فخری خوروش', ' جعفر والی', ' هادی اسلامی', ' نعمت الله گرجی']",0.8,,"['خانوادگی', 'اجتماعی']","[' ناصر محمدی', ' ناصر واثق', ' فریدون قوانلو', ' محمدرضا شهریاری', ' منصور تهرانی']",https://static.cdn.asset.filimo.com/flmt/mov_19941_656-m.jpg,256,فیلم
 قصه پریا,"[' مهناز افشار', ' باران کوثری', ' مصطفی زمانی', ' آهو خردمند', ' مهناز انصاریان', ' شراره دولت آبادی', ' حبیب ثامنیه']",0.88,حدیث مسرور در لابلای خاطرات پسر عموی خود سیاوش مسرور با دختر جوانی مواجه می شود که زندگی هر دوی آن ها را دستخوش تغییر قرار می دهد.,"['خانوادگی', 'اجتماعی']","[' فریدون جیرانی', ' مرتضی شایسته', ' مرتضی غفوری', ' رحمان سیفی آزاد', ' لیلا لاریجانی', ' کارن همایون فر']",https://static.cdn.asset.filimo.com/flmt/mov_4150_20066-m.jpg,4266,فیلم
 طناب,"[' آتیلا پسیانی', ' رامین ناصرنصیر', ' علی شادمان', ' خسرو پسیانی', ' آیناز آذرهوش', ' پگاه کاظمی']",0.85,داستان تاتر «طناب» از این قرار است که 2 نفر فارغ التحصیل کالج، تحت تاثیر گفته های استادشان، تصمیم می گیرند دست به جنایت زده و هم کلاسی خود را بکشند. استاد، تئوری مبنی بر قتل آدم های پست دارد و معتقد است ادامه زندگی آن ها ضرورتی ندارد.,"['فیلم تئاتر', 'خانوادگی']","[' نصیر ملکی جو', ' هاشم حکمه']",https://static.cdn.asset.filimo.com/flmt/mov_44263_663-m.jpg,897,فیلم
سال های دور از خانه,"[' احمد مهرانفر', ' هادی کاظمی', ' آزیتا حاجیان', ' احسان کریمی', ' گیتی قاسمی', ' حدیث میرامینی', ' مهرناز بیات', ' علیرضا استادی', ' میرطاهر مظلومی', ' خسرو احمدی', ' ملیسا ذاکری']",0.94,سال های دور از خانه ادامه سریال شاهگوش می باشد و در خصوص دو شخصیت خنجری و زهره که در شاهگوش حضور داشتند ادامه می یابدو ماجراهای پس از پایان سربازی در کلانتری ۱۰۰ ملت، روایت می کند و...,"['کمدی', 'خانوادگی']","[' مجید صالحی', ' احمد مهرانفر', ' امیرحسین قاسمی', ' هادی کاظمی', ' فرشاد محمدی', ' امیر توسلی']",https://static.cdn.asset.filimo.com/flmt/mov_srl_26097_1-m.jpg,231297,سریال
 اتانازی,"[' علیرضا ثانی فر', ' سولماز غنی', ' حسام نواب صفوی']",0.73,دکتر ماکان برنا در جریان معالجه یکی از بیماران خود به نام پرنیان شهسوار دلداده او می شود. پرنیان که از خانواده ای ثروتمند و متمکن است به دلیل بیماری قلبی خود دچار افسردگی شده و امید خود را از دست می دهد. از سوی دیگر، فراز ورزشکار سرشناس و بنام که بدلیل ابتلا به بیماری سرطان از مرگ حتمی خود اطلاع یافته.,"['خانوادگی', 'اجتماعی']","[' رحمان رضایی', ' داریوش بابائیان', ' مجتبی رحیمی', ' محمدهادی کریمی', ' امید سیاره']",https://static.cdn.asset.filimo.com/flmt/mov_12727_502-m.jpg,401,فیلم
 افعی,"[' جمشید هاشم پور', ' ایلوش خوشابه', ' بهاره رهنما', ' کامران باختر', ' هوشنگ منصورخاکی', ' امیر صادقیان', ' نرسی گرگیا', ' سوسن سلیمی', ' فرهاد خانمحمدی', ' ولی الله مؤمنی']",0.9,اعضای یک گروه شبه نظامی به نام افعی به سرپرستی فردی به نام بکتاش شش نفر را که قصد دارند به شکل غیر قانونی از مرز خارج شوند گرفتار می سازند...,"['اکشن', 'هیجان انگیز']","[' محمدرضا اعلامی', ' مرتضی شایسته', ' جمشید الوندی', ' محمدرضا اعلامی', ' بابک بیات']",https://static.cdn.asset.filimo.com/flmt/mov_12739_14554-m.jpg,7427,فیلم
 شب بیست و نهم,"[' حسین گیل', ' رضا رخشانی', ' رضا رویگری', ' مرجانه گلچین', ' حمیده خیرآبادی', ' حسین شهاب', ' آنیک شفرازیان']",0.91,محترم و اسماعیل مطابق یک سنت خانوادگی، از کودکی برای یکدیگر در نظر گرفته می شوند تا در جوانی با هم ازدواج کنند. والدین محترم هنگام به دنیا آمدن محترم و خاک کردن جفت او، با دیدن شبحی نگران آینده هستند...,"['وحشت', 'علمی تخیلی']","[' حمید رخشانی', ' حمید رخشانی', ' کمال مطیعی', ' حمید رخشانی', ' مجید انتظامی']",https://static.cdn.asset.filimo.com/flmt/mov_4170_382-m.jpg,3385,فیلم
 اژدر,"[' لوون هفتوان', ' بهاره رهنما', ' میرطاهر مظلومی', ' علی انصاریان', ' نعیمه نظام دوست', ' شهره لرستانی', ' نادر سلیمانی', ' نصرالله رادش', ' محمد شیری', ' یوسف صیادی']",0.65,,"['کمدی', 'خانوادگی']","[' رضا سبحانی', ' رضا سبحانی', ' فریدون شیردل', ' جاوید سبحانی']",https://static.cdn.asset.filimo.com/flmt/mov_32562_931-m.jpg,16848,فیلم
 توکل,"[' محمد عمرانی', ' مهدی امینی خواه', ' بهروز خوش فطرت', ' حسینعلی قورچی', ' مریم سلطانی', ' سمانه دهقان پور']",0.72,«توکل» درباره پول نذر شده ای است که در ماه محرم گره از کار چند نفر باز می کند و در نهایت به دست صاحب اصلی آن بر می گردد.,"['خانوادگی', 'اجتماعی']","[' عباس خواجه وند', ' فرهاد محمودی', ' داریوش بابائیان']",https://static.cdn.asset.filimo.com/flmt/mov_31722_380-m.jpg,36,فیلم
 ملکه,"[' مصطفی زمانی', ' میلاد کی مرام', ' حسین باشه آهنگر', ' هومن برق نورد', ' همایون ارشادی', ' مالک سراج', ' محمدمهدی سلطانی سروستانی', ' حمیدرضا آذرنگ']",0.87,فیلم ملکه داستان دیده بانی به نام سیاوش است که به دنبال فرصتی است تا توانایی های خود را نشان دهد. او یک برج پالایشگاه را برای دیده بانی انتخاب می کند که بر حیاتی ترین جایگاه های دشمن احاطه دارد. اما با اولین تلفاتی که از دشمن می گیرد اوضاع تغییر میکند...,"['اکشن', 'جنگی']","[' محمدعلی باشه آهنگر', ' ابوالقاسم حسینی', ' محمدعلی باشه آهنگر', ' محمدرضا گوهری', ' حسین علیزاده']",https://static.cdn.asset.filimo.com/flmt/mov_10092_31967-m.jpg,834,فیلم
 زهرمار,"[' شبنم مقدمی', ' سیامک انصاری', ' شقایق فراهانی', ' سیامک صفری', ' برزو ارجمند', ' سیامک ادیب', ' آزیتا ترکاشوند', ' نسیم ادبی', ' حسین محب اهری', ' رضا رویگری', ' علیرضا استادی']",0.86,حاج حشمت تهرانی یک مداح شناخته شده است که قرار است در شورای شهر تهران عضو شود. او در یکی از شب ها یکی از دوستان قدیمی خود، رهی را پس از سال ها می بیند، اما رهی از او دل خوشی ندارد و…,"['کمدی', 'خانوادگی']","[' سیدجواد رضویان', ' جواد نوروزبیگی', ' پیمان عباسی', ' رضا خسروی', ' تورج اصلانی']",https://static.cdn.asset.filimo.com/flmt/mov_27751_1-m.jpg,44993,فیلم
 تردید,"[' بهرام رادان', ' محمود پاک نیت', ' ترانه علیدوستی', ' مهتاب کرامتی', ' جمشید هاشم پور', ' حامد کمیلی', ' داریوش ارجمند', ' انوشیروان ارجمند', ' محمد مطیع', ' امید روحانی']",0.74,فیلمنامه تردید بر پایه نمایشنامه هملت اثر ویلیام شکسپیر نوشته شده است و روایتگر داستان پسری به نام سیاوش است که پس از مرگ پدرش، عموی او اختیار ثروت خانوادگی را به دست می گیرد. سیاوش عاشق دخترعمه اش مهتاب است. پس از گذشت مدت کوتاهی از مرگ پدر، او از ازدواج قریب الوقوع عمو با مادرش باخبر می شود. سیاوش طی ماجراهایی می فهمد که پدرش کشته شده است...,"['خانوادگی', 'عاشقانه']","[' سعید سعدی', ' بهرام بدخشانی', ' واروژ کریم مسیحی', ' واروژ کریم مسیحی', ' علی صمدپور']",https://static.cdn.asset.filimo.com/flmt/mov_3572_22829-m.jpg,2336,فیلم
 پشت دیوار سکوت,"[' سحر جعفری جوزانی', ' مهدی احمدی', ' امین تارخ', ' شقایق فراهانی', ' بهزاد فراهانی', ' آرمان درویش', ' حسین پاکدل', ' محمدرضا شریفی نیا', ' سیما تیرانداز']",0.87,آخرین فیلم مسعود جعفری جوزانی فیلمساز کهنه کار درباره دختری است به نام ستاره که با تمام وجود سعی می کند زندگی خود و اطرافیانش برای بهتر شدن اوضاع تغییر دهد ولی...,"['خانوادگی', 'اجتماعی']","[' مسعود جعفری جوزانی', ' فتح الله جعفری جوزانی', ' محمد خزاعی', ' سحر جعفری جوزانی', ' مسعود جعفری جوزانی', ' حسن کریمی', ' بهزاد عبدی']",https://static.cdn.asset.filimo.com/flmt/mov_21577_30731-m.jpg,7094,فیلم
